module,source_table_id,source_table_name,source_field_id,source_field_name,source_field_type,target_schema,target_table,target_column,transform_hint,linked_table_id
flooring,tbl1MOTiINbzauJgI,Inventory,fld1GFu1vY3QPLZ6R,Location Lookup,multipleLookupValues,flooring,inventory_lot,location_lookup,join_lookup_not_persisted,
flooring,tbl1MOTiINbzauJgI,Inventory,fldrcYEyXRWFtJpE0,Stock,formula,flooring,inventory_lot,stock,derive_in_view_or_service,
flooring,tbl1MOTiINbzauJgI,Inventory,fldnxKu4hsJA4liHw,Import Count,number,flooring,inventory_lot,import_count,direct_or_type_cast,
flooring,tbl1MOTiINbzauJgI,Inventory,fldzORGEzcdQhQ0Ps,Import Unit,multipleRecordLinks,flooring,inventory_lot,import_unit,foreign_key_or_junction_table,tblJFRI6qt9Cx6r6C
flooring,tbl1MOTiINbzauJgI,Inventory,fldSFlEQ3wwsEoWDt,Product Photo,multipleLookupValues,flooring,inventory_lot,product_photo,join_lookup_not_persisted,
flooring,tbl1MOTiINbzauJgI,Inventory,fldVX3rPlvAhzK3WY,Created Time,createdTime,flooring,inventory_lot,created_time,direct_or_type_cast,
flooring,tbl1MOTiINbzauJgI,Inventory,flddf43lZREmA6Y7P,Product Record ID,multipleLookupValues,flooring,inventory_lot,product_record_id,join_lookup_not_persisted,
flooring,tbl3DhaeYlsMl98D8,Manufacturers,fld4N5Qnv8L1l384F,Manufacturer,singleLineText,flooring,manufacturer,manufacturer,direct_or_type_cast,
flooring,tbl3DhaeYlsMl98D8,Manufacturers,fldGx9v0Ips3KR5dp,Agent Name,singleLineText,flooring,manufacturer,agent_name,direct_or_type_cast,
flooring,tbl3DhaeYlsMl98D8,Manufacturers,fldIdRgOO5D92od57,Website,url,flooring,manufacturer,website,direct_or_type_cast,
flooring,tbl3DhaeYlsMl98D8,Manufacturers,fldShr6CgyZgRaeuj,Agent Phone,phoneNumber,flooring,manufacturer,agent_phone,direct_or_type_cast,
flooring,tbl3DhaeYlsMl98D8,Manufacturers,fldYv3ydaD5PEP0Sz,Agent Email,email,flooring,manufacturer,agent_email,direct_or_type_cast,
flooring,tbl3DhaeYlsMl98D8,Manufacturers,fld5JWN47I0J3BK7i,Test,checkbox,flooring,manufacturer,test,direct_or_type_cast,
flooring,tbl3DhaeYlsMl98D8,Manufacturers,fld9dTIjyi6blvLtu,Calculation,formula,flooring,manufacturer,calculation,derive_in_view_or_service,
flooring,tbl3DhaeYlsMl98D8,Manufacturers,fldU1v9RLOdSbJ7wy,Category,multipleRecordLinks,flooring,manufacturer,category,foreign_key_or_junction_table,tblbTx2VLWCSpVrF6
flooring,tbl3DhaeYlsMl98D8,Manufacturers,fldTMrwz9egRJnf2B,Products,multipleRecordLinks,flooring,manufacturer,products,foreign_key_or_junction_table,tblAnYCVTjv9FgJi5
flooring,tbl3DhaeYlsMl98D8,Manufacturers,fld2zjRx26NGEAmFb,Styles,multipleRecordLinks,flooring,manufacturer,styles,foreign_key_or_junction_table,tblOsEZeXqMyeClNl
flooring,tblOsEZeXqMyeClNl,Styles,fld1QLSPkm2h4BZMU,Style Name,singleLineText,flooring,style,style_name,direct_or_type_cast,
flooring,tblOsEZeXqMyeClNl,Styles,fldNvoNsmisDJzhlc,Manufacturers,multipleRecordLinks,flooring,style,manufacturers,foreign_key_or_junction_table,tbl3DhaeYlsMl98D8
flooring,tblOsEZeXqMyeClNl,Styles,fldeVXOek248UGy88,Category,multipleRecordLinks,flooring,style,category,foreign_key_or_junction_table,tblbTx2VLWCSpVrF6
flooring,tblOsEZeXqMyeClNl,Styles,fldIZnVClltyBJyRW,Products,multipleRecordLinks,flooring,style,products,foreign_key_or_junction_table,tblAnYCVTjv9FgJi5
flooring,tblOsEZeXqMyeClNl,Styles,flddblf7qT9fKuaY7,Created Time,createdTime,flooring,style,created_time,direct_or_type_cast,
flooring,tblZTlYg3IwMIRnXu,Colors,fldkOa2yU58l7ADjL,Color Name,singleLineText,flooring,product,color_name,direct_or_type_cast,
flooring,tblZTlYg3IwMIRnXu,Colors,fldmBvFk6iK8n5GAX,Products,multipleRecordLinks,flooring,product,products,foreign_key_or_junction_table,tblAnYCVTjv9FgJi5
flooring,tbl2dV1l45FU8Rr6E,Widths,fldRvVFczhMIJLeLZ,Width,singleLineText,flooring,product,width,direct_or_type_cast,
flooring,tbl2dV1l45FU8Rr6E,Widths,fldovcGk1lsqKKnbV,Category,multipleRecordLinks,flooring,product,category,foreign_key_or_junction_table,tblbTx2VLWCSpVrF6
flooring,tbl2dV1l45FU8Rr6E,Widths,fld8KtZ1I0zhAwcTu,Products,multipleRecordLinks,flooring,product,products,foreign_key_or_junction_table,tblAnYCVTjv9FgJi5
flooring,tblrZ180WZJtRvKzt,Sheet Size,fldqopH7r4D0eUxcM,Sheet Size,singleLineText,flooring,product,sheet_size,direct_or_type_cast,
flooring,tblrZ180WZJtRvKzt,Sheet Size,fldrG1CaPcA6EVcPT,Category,multipleRecordLinks,flooring,product,category,foreign_key_or_junction_table,tblbTx2VLWCSpVrF6
flooring,tblrZ180WZJtRvKzt,Sheet Size,fldxHBiy2Enj1eICn,Products,multipleRecordLinks,flooring,product,products,foreign_key_or_junction_table,tblAnYCVTjv9FgJi5
flooring,tblPgp8LacyaiYkbu,Thicknesses,fldWUx1owmnxJhir3,Thickness,singleLineText,flooring,product,thickness,direct_or_type_cast,
flooring,tblPgp8LacyaiYkbu,Thicknesses,fld092mYShSeBBmzp,Category,multipleRecordLinks,flooring,product,category,foreign_key_or_junction_table,tblbTx2VLWCSpVrF6
flooring,tblPgp8LacyaiYkbu,Thicknesses,fldiakffsJfdSefqK,Products,multipleRecordLinks,flooring,product,products,foreign_key_or_junction_table,tblAnYCVTjv9FgJi5
flooring,tbls3JauajglJU1WW,Unit Weight,fldweivhYWxOmFAOW,Unit Weight,singleLineText,flooring,product,unit_weight,direct_or_type_cast,
flooring,tbls3JauajglJU1WW,Unit Weight,fldjPkOIicYtmGmt6,Category,multipleRecordLinks,flooring,product,category,foreign_key_or_junction_table,tblbTx2VLWCSpVrF6
flooring,tbls3JauajglJU1WW,Unit Weight,fld5bgDZGpAMN7aik,Products,multipleRecordLinks,flooring,product,products,foreign_key_or_junction_table,tblAnYCVTjv9FgJi5
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,fldEcyPgPcZvxkWSZ,Cut,number,flooring,inventory_log,cut,direct_or_type_cast,
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,fldgielb4w0OGkNTG,Before,number,flooring,inventory_log,before,direct_or_type_cast,
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,flddlkBfJURCFc9Bs,After,number,flooring,inventory_log,after,direct_or_type_cast,
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,fldIVKhtIWffFkDQ6,Stock Unit,multipleLookupValues,flooring,inventory_log,stock_unit,join_lookup_not_persisted,
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,fldzrthj6WYkN5NQZ,Work Orders,multipleRecordLinks,flooring,inventory_log,work_orders,foreign_key_or_junction_table,tblX45JvoWzD7UVqi
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,fldyzyv9qKxLc3RPW,Inventory Item,multipleRecordLinks,flooring,inventory_log,inventory_item,foreign_key_or_junction_table,tbl1MOTiINbzauJgI
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,fld9ym85tzkShV6rt,Logs,formula,flooring,inventory_log,logs,derive_in_view_or_service,
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,fldmA584SdkbfK5ta,Logs copy,formula,flooring,inventory_log,logs_copy,derive_in_view_or_service,
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,fldR5dCSLesUD9XaG,Created Time,createdTime,flooring,inventory_log,created_time,direct_or_type_cast,
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,fld3mX4otLoehBeXc,Last Modified,lastModifiedTime,flooring,inventory_log,last_modified,direct_or_type_cast,
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,fldvUCw56HZ801utU,Waste,singleLineText,flooring,inventory_log,waste,direct_or_type_cast,
flooring,tbllcrLsXg5KvdQwK,Inventory Logs,fldUA8AaBwbp45CLW,Waste Amount,number,flooring,inventory_log,waste_amount,direct_or_type_cast,
flooring,tblbIfpiuk2diTv3n,Warehouse Info,fld4HZw9eHZfwmtLl,Warehouse,singleLineText,flooring,warehouse,warehouse,direct_or_type_cast,
flooring,tblbIfpiuk2diTv3n,Warehouse Info,fldoq7OCLzZ2U7tGx,Address,multilineText,flooring,warehouse,address,direct_or_type_cast,
flooring,tblbIfpiuk2diTv3n,Warehouse Info,flde1Uqdt6xWYCXxu,Store Phone,phoneNumber,flooring,warehouse,store_phone,direct_or_type_cast,
flooring,tblbIfpiuk2diTv3n,Warehouse Info,fldVsS52GrSHor6Dd,Imports,multipleRecordLinks,flooring,warehouse,imports,foreign_key_or_junction_table,tblrUHnOrjmOWbWrk
flooring,tblbIfpiuk2diTv3n,Warehouse Info,fldrjrwofAXBfZh67,Sections,multipleRecordLinks,flooring,warehouse,sections,foreign_key_or_junction_table,tblGihOjsJNOPOCe2
flooring,tblbIfpiuk2diTv3n,Warehouse Info,fldCJM2Gk6v3oq7pe,Locations,multipleRecordLinks,flooring,warehouse,locations,foreign_key_or_junction_table,tblTOXPpQVOeIqQoD
flooring,tblbIfpiuk2diTv3n,Warehouse Info,fld48qEUfCyCpwFve,Record Id,formula,flooring,warehouse,record_id,derive_in_view_or_service,
flooring,tblbIfpiuk2diTv3n,Warehouse Info,fldmkiHe3nCZnpoNz,Inventory,multipleRecordLinks,flooring,warehouse,inventory,foreign_key_or_junction_table,tbl1MOTiINbzauJgI
flooring,tblbIfpiuk2diTv3n,Warehouse Info,fldoKVsXDnAbwWoSC,Work Orders,multipleRecordLinks,flooring,warehouse,work_orders,foreign_key_or_junction_table,tblX45JvoWzD7UVqi
flooring,tblTOXPpQVOeIqQoD,Locations,fldgzDAIvm8cHXdAk,Location,formula,flooring,location,location,derive_in_view_or_service,
flooring,tblTOXPpQVOeIqQoD,Locations,fldXvRV2gfL1o9YTk,Section,multipleRecordLinks,flooring,location,section,foreign_key_or_junction_table,tblGihOjsJNOPOCe2
flooring,tblTOXPpQVOeIqQoD,Locations,fldRHlrsuEPCErSsp,Warehouse,multipleRecordLinks,flooring,location,warehouse,foreign_key_or_junction_table,tblbIfpiuk2diTv3n
flooring,tblTOXPpQVOeIqQoD,Locations,fldSWuNuWHjw1i8Xc,Inventory,multipleRecordLinks,flooring,location,inventory,foreign_key_or_junction_table,tbl1MOTiINbzauJgI
flooring,tblTOXPpQVOeIqQoD,Locations,fldClqEqfvjce5hNN,Record ID,formula,flooring,location,record_id,derive_in_view_or_service,
flooring,tblTOXPpQVOeIqQoD,Locations,fldFQkLVgnBD3a03b,Locations,singleLineText,flooring,location,locations,direct_or_type_cast,
flooring,tblGihOjsJNOPOCe2,Sections,fld4VdKCHyNkWHkUb,Section,singleLineText,flooring,section,section,direct_or_type_cast,
flooring,tblGihOjsJNOPOCe2,Sections,fldPO4BN0AtgWzlUW,Warehouse,multipleRecordLinks,flooring,section,warehouse,foreign_key_or_junction_table,tblbIfpiuk2diTv3n
flooring,tblGihOjsJNOPOCe2,Sections,fld4P2ljZggk1U7Sw,Locations,multipleRecordLinks,flooring,section,locations,foreign_key_or_junction_table,tblTOXPpQVOeIqQoD
flooring,tblGihOjsJNOPOCe2,Sections,fldeNxCK74U7ZWoGL,Inventory,multipleLookupValues,flooring,section,inventory,join_lookup_not_persisted,
flooring,tblJFRI6qt9Cx6r6C,Unit Links,fldgZ2wx9k7k4B9TM,Unit,singleLineText,flooring,inventory_lot,unit,direct_or_type_cast,
flooring,tblJFRI6qt9Cx6r6C,Unit Links,fld073HwujqnGRHAF,Inventory,multipleRecordLinks,flooring,inventory_lot,inventory,foreign_key_or_junction_table,tbl1MOTiINbzauJgI
